0,-0.29296875
0.015625,-0.23828125
0.03125,-0.1953125
0.046875,-0.15234375
0.0625,-0.03125
0.078125,-0.06640625
0.09375,-0.07421875
0.109375,-0.0234375
0.125,0
0.140625,-0.09765625
0.15625,-0.1015625
0.171875,-0.078125
0.1875,-0.07421875
0.203125,-0.046875
0.21875,-0.2578125
0.234375,-0.5
0.25,-1.4765625
0.265625,-2.95703125
0.28125,-3.19140625
0.296875,0.83203125
0.3125,2.0390625
0.328125,2.69140625
0.34375,2.890625
0.359375,3.1015625
0.375,3.4921875
0.390625,3.1328125
0.40625,3.16015625
0.421875,2.88671875
0.4375,1.859375
0.453125,-6.84375
0.46875,-4.8203125
0.484375,-1.78125
0.5,0.64453125
0.515625,2.85546875
0.53125,4.734375
0.546875,4.625
0.5625,4.234375
0.578125,3.68359375
0.59375,2.7109375
0.609375,1.1640625
0.625,-3.0546875
0.640625,-1.6875
0.65625,-0.62890625
0.671875,-0.1328125
0.6875,0.2109375
0.703125,0.80859375
0.71875,0.65234375
0.734375,0.4140625
0.75,0.08984375
0.765625,-0.07421875
0.78125,-0.48828125
0.796875,-0.37890625
0.8125,-0.33984375
0.828125,-0.26171875
0.84375,-0.17578125
0.859375,-0.01953125
0.875,-0.05078125
0.890625,-0.1015625
0.90625,-0.12109375
0.921875,-0.15625
0.9375,-0.08984375
0.953125,-0.046875
0.96875,-0.0078125
0.984375,-0.00390625
1,-0.05078125
1.015625,-0.1796875
1.03125,-0.18359375
1.046875,-0.16796875
1.0625,-0.15625
1.078125,-0.14453125
1.09375,-0.11328125
1.109375,-0.11328125
1.125,-0.1328125
1.140625,-0.140625
1.15625,-0.14453125
1.171875,-0.14453125
1.1875,-0.12109375
1.203125,-0.1171875
1.21875,-0.12890625
1.234375,-0.125
1.25,-0.125
1.265625,-0.1328125
1.28125,-0.125
1.296875,-0.12890625
1.3125,-0.125
1.328125,-0.1171875
1.34375,-0.140625
1.359375,-0.13671875
1.375,-0.140625
1.390625,-0.13671875
1.40625,-0.11328125
1.421875,-0.12109375
1.4375,-0.125
1.453125,-0.140625
1.46875,-0.13671875
1.484375,-0.125
1.5,-0.09765625
1.515625,-0.09765625
1.53125,-0.10546875
1.546875,-0.1171875
1.5625,-0.12109375
1.578125,-0.1171875
1.59375,-0.1015625
1.609375,-0.0859375
1.625,-0.10546875
1.640625,-0.12109375
1.65625,-0.109375
1.671875,-0.1015625
1.6875,-0.08984375
1.703125,-0.08984375
1.71875,-0.08203125
1.734375,-0.10546875
1.75,-0.1015625
1.765625,-0.10546875
1.78125,-0.10546875
1.796875,-0.09765625
1.8125,-0.078125
1.828125,-0.07421875
1.84375,-0.0859375
1.859375,-0.08984375
1.875,-0.09375
1.890625,-0.09765625
1.90625,-0.09765625
1.921875,-0.08984375
1.9375,-0.1015625
1.953125,-0.1015625
1.96875,-0.09765625
1.984375,-0.1015625
2,-0.08203125
2.015625,-0.08984375
2.03125,-0.0859375
2.046875,-0.0859375
2.0625,-0.0859375
2.078125,-0.08203125
2.09375,-0.09765625
2.109375,-0.09375
2.125,-0.08984375
2.140625,-0.078125
